isbn		181461.980054855
asterix	(noun)	178008.928939819
Kokborok	(proper noun)	166262.836503983
Barma		152961.809583664
Rajaji		126255.841470212
rajaji		126255.841470212
Friulian	(noun)|(proper noun)|(adjective)	86543.1725406647
troubadours	(noun)|(plural)	81284.053401947
Patippakam		75753.504882127
Onrum		75753.504882127
Peire	(proper noun)	73155.6480617523
Veerashaiva		56529.3644113541
franquin		53860.9485168457
Kurai		50502.3365880847
Tavam		50502.3365880847
madras	(noun)	50502.3365880847
Illai		50502.3365880847
pattu		49878.8509511948
nederlands		49543.3978307247
Franquin		48606.2218322754
Waray		46553.5942211151
Hedayat		43243.5249910355
hebrew		43051.194756031
suomi	(noun)|(verb)	41367.1006729603
sanskrit	(noun)|(adjective)	41196.2361559868
chinese		40642.4006459713
punjabi		39903.0807609558
Zarrinkoub		38425.1888809204
Insubric		36577.8240308762
Getafix		34812.5642852783
Divan		34730.4591808319
Golshiri		33622.0402708054
Arnaut		33252.5673007965
Navya		33252.5673007965
Folquet		33252.5673007965
Aimeric		33252.5673007965
Champignac		31528.3601074219
Khosrow		31497.5706932545
pahlavi		31220.4659657478
dupuis		30214.6784362793
Thucydides	(proper noun)	29927.3105707169
Bernart	(proper noun)	29927.3105707169
Guiraut		29927.3105707169
tamil	(adjective)|(noun)	29800.2391247749
telugu	(noun)|(adjective)	29742.5740857124
Pilote		29557.837600708
Farrokhzad		28818.8916606903
bharati		28602.053930372
chakravarthi		28576.425024122
andrzej		27005.7091140747
occitan	(noun)|(adjective)	26768.9486160278
Kavirajamarga		26602.0538406372
josef		26602.0538406372
akkadian		26417.3173556328
syriac		26417.3173556328
pali	(noun)|(verb)|(plural)	26417.3173556328
sumerian		26417.3173556328
norse		26417.3173556328
egyptian		26417.3173556328
prakrit		26417.3173556328
plighted	(verb)	25256.2307940423
Siraiyil		25251.1682940423
Sumathi		25251.1682940423
allatu		25251.1682940423
ramayana		25251.1682940423
chakravarti		25251.1682940423
bhatia		25251.1682940423
Bakshi		25251.1682940423
siraiyil		25251.1682940423
vijayam		25251.1682940423
Refuted		25251.1682940423
Thirukkural		25251.1682940423
nirantarac		25251.1682940423
bhaja		25251.1682940423
viruntu		25251.1682940423
celvam		25251.1682940423
kaivilakku		25251.1682940423
thirumakal		25251.1682940423
Govindam		25251.1682940423
mahabharatha		25251.1682940423
galego	(adjective)|(noun)|(proper noun)	25133.3217372894
Marsupilami		24959.951751709
Timurid		24569.9525055885
hermann		23489.8373937607
Bertran		23284.3908605576
Shyamlal		23276.7971105576
Navodaya		23276.7971105576
Dwivedi		23276.7971105576
franciszek		23276.7971105576
Rajmala		23276.7971105576
eesti	(adjective)|(noun)	23026.4773128033
Vitalstatistix		22989.4292449951
Dehlavi		21891.2734730244
Olrik		21018.9067382813
jaroslav		20827.3281612396
tagalog	(noun)	20252.1587233543
playwriting	(noun)	19981.9153804779
Jamatia		19951.5403804779
malayalam	(noun)|(proper noun)	19951.5403804779
Pranesh		19951.5403804779
Sudhanya		19951.5403804779
champu		19951.5403804779
Kaul		19951.5403804779
Boson	(noun)	19951.5403804779
yoruba	(noun)	19951.5403804779
Woodyard		19951.5403804779
Kernewek	(proper noun)	19951.5403804779
Uc		19951.5403804779
Kaal		19951.5403804779
felibres		19951.5403804779
Kasravi		19220.1881904602
Khusraw		19220.1881904602
Dehkhoda		19212.5944404602
Houshang		19212.5944404602
Etesami		19212.5944404602
Akhavan		19212.5944404602
Chubak		19212.5944404602
Taghi		19212.5944404602
Forough		19212.5944404602
dehkhoda		19212.5944404602
Sepid		19212.5944404602
Abdolhossein		19212.5944404602
mohammad		19212.5944404602
Youshij		19212.5944404602
Meskoob		19212.5944404602
simin		19212.5944404602
Behbahani		19212.5944404602
Bahman	(proper noun)	18843.1214704514
euskara	(noun)	18765.5034227371
Rastapopoulos		18391.5433959961
Khariboli	(proper noun)	18288.9120154381
carlo		16918.2129106522
Banham		16738.410115242
Gascon	(adjective)|(noun)|(proper noun)	16664.7270097733
Soyinka		16641.4711503983
vishnu		16631.3461503983
Vrittanta		16626.2836503983
Guillem	(proper noun)	16626.2836503983
Cueillette		16626.2836503983
Haridasa		16626.2836503983
kashmiri		16626.2836503983
Riquier		16626.2836503983
Adhunik		16626.2836503983
Debbarma		16626.2836503983
kaal	(adjective)|(noun)|(verb)|(adverb)	16626.2836503983
Haskalah		16626.2836503983
Felibrige		16626.2836503983
Beunans		16626.2836503983
ragale		16626.2836503983
Pegulhan		16626.2836503983
friulian		16626.2836503983
Asplet		16626.2836503983
tripadi		16626.2836503983
Faidit		16626.2836503983
Lucente		16626.2836503983
venetian		16626.2836503983
balac		16626.2836503983
Bahan		16626.2836503983
Zorglub		16421.0208892822
Soir		16421.0208892822
obelix		15107.3392181396
Janry		15107.3392181396
Asteriks		15107.3392181396
trimeter	(noun)	14994.0302853584
monogatari	(noun)	14971.2490353584
timaeus		14963.6552853584
monodic	(adjective)	14963.6552853584
arrian		14963.6552853584
Eudoxus		14963.6552853584
Cnidus		14963.6552853584
appian		14963.6552853584
yomihon		14963.6552853584
apollonius		14963.6552853584
callimachus		14963.6552853584
letteratura	(noun)	14880.6038589478
AIs		14804.547706604
albanian	(noun)	14778.918800354
panegyric	(noun)	14420.4145803452
Malkom		14417.0395803452
Kermani		14417.0395803452
Shahrokh		14409.4458303452
manuel	(noun)|(adjective)	14409.4458303452
sepid		14409.4458303452
galician		14409.4458303452
Sohrab		14409.4458303452
Bijan		14409.4458303452
Shamlou		14409.4458303452
Tusi		14409.4458303452
Rostam		14409.4458303452
jesters	(noun)|(plural)	14147.5286028385
australian		13789.1522340775
versification	(noun)	13307.7769203186
Ogun		13301.0269203186
Ventadour		13301.0269203186
Gatha		13301.0269203186
Gundert		13301.0269203186
Yoruban		13301.0269203186
Ranna		13301.0269203186
Malviya		13301.0269203186
waray		13301.0269203186
Kesari		13301.0269203186
Nagaraj	(proper noun)	13301.0269203186
Chrithram		13301.0269203186
Circ		13301.0269203186
sangatya		13301.0269203186
Mareuil		13301.0269203186
Yakshagana		13301.0269203186
Bhartendu		13301.0269203186
Khadiboli		13301.0269203186
shatpadi		13301.0269203186
piotr		13301.0269203186
Kuvempu		13301.0269203186
Pipon		13301.0269203186
Iluminado		13301.0269203186
Chhayavaadi		13301.0269203186
Occitania	(proper noun)	13301.0269203186
Puran		13301.0269203186
Steever		13301.0269203186
Tripuri		13301.0269203186
Raimbaut		13301.0269203186
Geyt		13301.0269203186
Qissa		13301.0269203186
Egungun		13301.0269203186
Shivayogi		13301.0269203186
Morsztyn		13301.0269203186
Maistre		13301.0269203186
tadeusz		13301.0269203186
Kochanowski		13301.0269203186
Sahithya		13301.0269203186
Pragatishila		13301.0269203186
aleksander		13301.0269203186
uderzo		13136.8167114258
Dogmatix		12479.9758758545
Yarshater		12292.5700027943
Isfahani		12284.9762527943
Safavi	(proper noun)	12284.9762527943
Nand		12284.9762527943
comparatists		11823.1350402832
druid	(noun)|(verb)	11339.2893218994
caribbean		11281.9065030813
inflenced		11222.7414640188
antigua	(adjective)|(verb)|(noun)	11222.7414640188
goetzfridt		11222.7414640188
sceptre	(noun)|(verb)	11166.2942047119
karel		11018.6964826584
Prakashan		10961.0314435959
Ramprasad		10807.0843727589
Dakkhini		10807.0843727589
edgar	(proper noun)	10598.7380218506
Cacofonix		10509.4533691406
Sarcophagi		10509.4533691406
henryk		10206.430346489
goethe		10120.7040281296
Samachar		10033.4352293015
Origo		10033.4352293015
Reymont		9990.95769023895
narayana		9983.36394023895
israeli	(noun)|(adjective)|(proper noun)	9983.36394023895
Nagendra		9975.77019023895
rahul		9975.77019023895
Ramacharitham		9975.77019023895
vk		9975.77019023895
Arluth		9975.77019023895
handshapes	(noun)|(plural)	9975.77019023895
Mourant		9975.77019023895
Kesva		9975.77019023895
Gulvadi		9975.77019023895
Abhyudaya		9975.77019023895
Sordello		9975.77019023895
Rodez		9975.77019023895
Prajavani		9975.77019023895
tei	(noun)|(plural)	9975.77019023895
karnataka		9975.77019023895
Goudelin		9975.77019023895
kokborok		9975.77019023895
Bellaud		9975.77019023895
Ramacharitamanas		9975.77019023895
jakub		9975.77019023895
Newlyn		9975.77019023895
Cercamon		9975.77019023895
Hukumu		9975.77019023895
Khum		9975.77019023895
epigraphist	(noun)	9975.77019023895
Ermes	(proper noun)	9975.77019023895
Kothoma		9975.77019023895
Patrika		9975.77019023895
Janasiksha		9975.77019023895
Nagavarma		9975.77019023895
Chhayavaad		9975.77019023895
Thampi		9975.77019023895
Sankrityayan		9975.77019023895
Warkari		9975.77019023895
Gulabrai		9975.77019023895
agan	(verb)|(noun)	9975.77019023895
Miraval		9975.77019023895
bengali	(noun)|(adjective)	9975.77019023895
Haridasas		9975.77019023895
Chronique		9975.77019023895
Ordinalia		9975.77019023895
Zwerling		9975.77019023895
Perdigon		9975.77019023895
Feuvre		9975.77019023895
Belenoi		9975.77019023895
Abhidhanantar		9975.77019023895
bahman		9975.77019023895
Ruzante		9975.77019023895
Aiyer		9975.77019023895
Saguna		9975.77019023895
Tregear		9975.77019023895
Raina		9975.77019023895
Nayi		9975.77019023895
KOHM		9975.77019023895
Kavya		9975.77019023895
Shringar		9975.77019023895
Vacqueiras		9975.77019023895
bharatendu		9975.77019023895
Shaivism	(noun)|(proper noun)	9975.77019023895
kazimierz		9975.77019023895
Aubanel		9975.77019023895
Ritikavya		9975.77019023895
Kwtal		9975.77019023895
Kahani		9975.77019023895
Cadenet		9975.77019023895
Makabenta		9975.77019023895
Epigraphy		9975.77019023895
Goldoni		9975.77019023895
Sarbiewski		9975.77019023895
Frontignan		9975.77019023895
Ranade		9975.77019023895
Sanskritic		9975.77019023895
Nakenwad		9975.77019023895
Ehr		9852.61253356934
Carreidas		9852.61253356934
Thompsons		9852.61253356934
prosodic	(adjective)	9617.2659702301
Demneh		9611.3597202301
Ebtehaj		9606.2972202301
Ganjavi		9606.2972202301
Adib		9606.2972202301
Layeq		9606.2972202301
Ghaznavid		9606.2972202301
houshang		9606.2972202301
hagiographies	(noun)|(plural)	9606.2972202301
Forsi		9606.2972202301
Manuchehri		9606.2972202301
Moshiri		9606.2972202301
Goshasp		9606.2972202301
Faramarz		9606.2972202301
Eshghi		9606.2972202301
Zakani		9606.2972202301
Nazemi		9606.2972202301
Dowlatabadi		9606.2972202301
abdolhossein		9606.2972202301
Nezami		9606.2972202301
bahram		9606.2972202301
Jamasp		9606.2972202301
Sholevar		9606.2972202301
Sokhan		9606.2972202301
Ghaznavids		9606.2972202301
Poetesses		9606.2972202301
Shahnama		9606.2972202301
Mirzadeh		9606.2972202301
Unsuri		9606.2972202301
Afdal		9606.2972202301
Bakhtari		9606.2972202301
Nafisi		9606.2972202301
ast	(verb)|(noun)	9606.2972202301
Fakhr		9606.2972202301
forough		9606.2972202301
kelileh		9606.2972202301
Zahiriddin		9606.2972202301
Forouzanfar		9606.2972202301
eduardo		9606.2972202301
Yasht		9606.2972202301
Galegas		9606.2972202301
Jalali	(proper noun)	9606.2972202301
Homaei		9606.2972202301
Hushang		9606.2972202301
saraj	(noun)	9606.2972202301
Sepehri		9606.2972202301
Daqiqi		9606.2972202301
Gur		9606.2972202301
Behazin		9606.2972202301
orality	(noun)	9421.56073522568
eliza		9267.19925022125
Kamble		9236.82425022125
Wallez		9195.77169799805
Sponsz		9195.77169799805
Bordurian		9195.77169799805
Khemed		9195.77169799805
getafix		9195.77169799805
Convolvulus	(proper noun)	9195.77169799805
rhymed	(verb)	8701.30862259865
soothsayer	(noun)	8577.37422180176
Borchardt		8563.25830078125
rene	(noun)|(adjective)	8538.93086242676
fantasio		8538.93086242676
Justforkix		8538.93086242676
Syldavia		8538.93086242676
quatrains	(noun)|(plural)	8131.7803401947
Syldavian		7882.09002685547
Alembick		7882.09002685547
Bretzelburg		7882.09002685547
Wagg		7882.09002685547
Mitsuhirato		7882.09002685547
Spip		7882.09002685547
Edifis		7882.09002685547
hugh		7858.60381507874
eric	(noun)	7791.15830039978
miguel		7774.54297471046
Scheherazade	(proper noun)	7704.03820323944
chivalric	(adjective)	7699.68652939796
Catullus		7662.41650986671
Iseult	(proper noun)	7635.77471351624
Fles		7590.16076660156
epictetus		7507.45654892921
socrates		7498.91358017921
Oresteia		7498.91358017921
dionysius		7497.01514267921
romans	(verb)|(noun)|(adjective)|(plural)	7497.01514267921
quarreled	(verb)	7491.95264267921
hu	(noun)|(verb)|(adverb)|(plural)	7489.42139267921
satirising	(verb)	7488.57764267921
Eclogues		7486.89014267921
Anabasis		7486.89014267921
Efendi		7481.82764267921
frankish		7481.82764267921
Hizakurige		7481.82764267921
Callirhoe		7481.82764267921
Padmapuran		7481.82764267921
hokusai		7481.82764267921
cithara	(noun)	7481.82764267921
Hosomichi		7481.82764267921
psichology		7481.82764267921
tragedis	(noun)	7481.82764267921
Phaenomena		7481.82764267921
hadas	(noun)|(plural)	7481.82764267921
Jatmal		7481.82764267921
Zizhen		7481.82764267921
theocritus		7481.82764267921
Aetia		7481.82764267921
Herodas		7481.82764267921
mycenaean		7481.82764267921
Enneads		7481.82764267921
Dakui		7481.82764267921
furtherly		7481.82764267921
strabo		7481.82764267921
herodas		7481.82764267921
euclid		7481.82764267921
Kanzan		7481.82764267921
terminiology		7481.82764267921
whitmarsh		7481.82764267921
gutzwiller		7481.82764267921
pausanias		7481.82764267921
theogony	(noun)	7481.82764267921
greece		7481.82764267921
trendly		7481.82764267921
Pindarus		7481.82764267921
Hongdao		7481.82764267921
Ugetsu		7481.82764267921
Epictetus		7481.82764267921
Hellenica		7481.82764267921
Mandovar		7481.82764267921
Almagest		7481.82764267921
aratus		7481.82764267921
joruri		7481.82764267921
Youguang		7481.82764267921
helladic		7481.82764267921
Seferis		7481.82764267921
xenophon		7481.82764267921
Dafne	(proper noun)	7481.82764267921
Yogavashishtha		7481.82764267921
VIth		7481.82764267921
preclassical	(adjective)	7481.82764267921
Imitation	(noun)	7481.82764267921
Daulatram		7481.82764267921
easterling		7481.82764267921
Encheiridion		7481.82764267921
minoan		7481.82764267921
Diatribai		7481.82764267921
Varnan		7481.82764267921
Theogony		7481.82764267921
Filologia		7481.82764267921
mimes	(noun)|(verb)|(plural)	7481.82764267921
Harusame		7481.82764267921
exameter	(noun)	7481.82764267921
jippensha		7481.82764267921
